id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,num_r_cases,r_charge_degree,r_days_from_arrest,r_charge_desc,is_violent_recid,num_vr_cases,vr_charge_degree,vr_charge_desc,v_type_of_assessment,v_decile_score,v_score_text,type_of_assessment,decile_score_1,score_text
6777,Male,59,Greater than 45,Caucasian,0,1,0,0,0,-1,1,F,Fraudulent Use of Credit Card,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6778,Male,22,Less than 25,African-American,1,7,0,0,1,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,7,Medium
6779,Male,32,25 - 45,Other,0,1,0,0,0,-1,1,F,Poss Unlaw Issue Driver Licenc,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6780,Female,34,25 - 45,African-American,0,1,0,0,1,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6781,Male,55,Greater than 45,Caucasian,0,2,0,0,1,-17,17,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
6782,Male,24,Less than 25,Hispanic,0,8,0,0,2,0,1,F,arrest case no charge,1,NA,F,0,Aggravated Battery / Pregnant,1,NA,(F2),Aggravated Battery / Pregnant,Risk of Violence,6,Medium,Risk of Recidivism,8,High
6783,Female,47,Greater than 45,African-American,0,9,1,1,21,-1,1,M,Battery,1,NA,M,0,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,9,High
6784,Male,41,25 - 45,Other,0,1,0,0,0,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6785,Female,22,Less than 25,Caucasian,0,5,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,5,Medium
6786,Male,41,25 - 45,Hispanic,0,3,0,0,0,-2,2,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,3,Low
6787,Male,23,Less than 25,African-American,0,3,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
6788,Male,61,Greater than 45,African-American,0,3,0,0,12,-1,1,F,Felony Battery w/Prior Convict,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
6789,Male,54,Greater than 45,Caucasian,0,6,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,6,Medium
6790,Female,34,25 - 45,Caucasian,0,2,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6791,Male,57,Greater than 45,African-American,0,1,0,0,3,0,0,F,Aggravated Assault W/dead Weap,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6792,Male,22,Less than 25,African-American,0,8,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,8,High
6793,Female,38,25 - 45,Caucasian,0,3,0,0,2,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
6794,Male,25,25 - 45,Caucasian,4,4,0,1,13,-1,0,F,arrest case no charge,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
6795,Male,72,Greater than 45,African-American,0,4,0,0,8,0,0,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,4,Low
6796,Male,23,Less than 25,African-American,0,2,0,0,0,-1,1,F,Fleeing Or Attmp Eluding A Leo,1,NA,M,0,Resist/Obstruct W/O Violence,1,NA,(F3),Battery on Law Enforc Officer,Risk of Violence,3,Low,Risk of Recidivism,2,Low
6797,Male,29,25 - 45,African-American,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
6798,Male,23,Less than 25,Caucasian,0,5,0,0,3,-1,1,F,Aggrav Battery w/Deadly Weapon,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,5,Medium
6799,Male,24,Less than 25,African-American,0,3,0,0,1,-1,1,F,Criminal Mischief,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
6800,Male,20,Less than 25,African-American,0,3,0,0,0,-1,1,F,Deliver Cannabis,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,3,Low
6801,Male,44,25 - 45,Caucasian,0,8,0,0,1,-1,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,8,High
6802,Female,38,25 - 45,Caucasian,0,1,0,0,1,-23,23,M,DUI Property Damage/Injury,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6803,Male,56,Greater than 45,African-American,0,2,0,0,5,-1,1,F,Lewd or Lascivious Molestation,1,NA,M,NA,Extradition/Defendants,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6804,Male,43,25 - 45,Caucasian,0,2,0,0,2,0,0,F,Crimin Mischief Damage $1000+,1,NA,F,1,Possession Of Alprazolam,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6805,Male,22,Less than 25,African-American,0,3,0,0,0,-1,2,F,Burglary Dwelling Armed,1,NA,F,NA,Grand Theft in the 3rd Degree,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,3,Low
6806,Female,41,25 - 45,Caucasian,0,8,0,0,11,0,1,F,Grand Theft (Motor Vehicle),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,8,High
6807,Male,31,25 - 45,African-American,0,9,0,0,6,-54,54,F,Felon in Pos of Firearm or Amm,1,NA,M,NA,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,9,High
6808,Male,32,25 - 45,Other,0,1,0,0,0,-1,1,F,Neglect Child / No Bodily Harm,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
6809,Male,29,25 - 45,African-American,0,6,0,0,0,0,0,F,Driving While License Revoked,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
6810,Male,22,Less than 25,African-American,0,9,0,0,1,0,1,F,Robbery Sudd Snatch No Weapon,1,NA,M,0,Resist Merchant W Or W/O Viol,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,9,High
6811,Male,23,Less than 25,African-American,0,9,0,0,3,-1,1,F,Grand Theft (Motor Vehicle),1,NA,F,0,Robbery / No Weapon,1,NA,(F2),Robbery / No Weapon,Risk of Violence,8,High,Risk of Recidivism,9,High
6812,Male,24,Less than 25,Caucasian,0,4,0,1,1,-23,23,F,Possession of Morphine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
6813,Male,45,Greater than 45,Other,0,1,0,0,0,0,0,M,DUI Property Damage/Injury,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6814,Male,35,25 - 45,Caucasian,0,8,0,0,10,85,122,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,8,High
6815,Male,21,Less than 25,African-American,0,9,1,0,2,-1,1,F,Possession of Cannabis,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,9,High
6816,Female,29,25 - 45,African-American,0,2,0,0,0,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6817,Male,54,Greater than 45,African-American,0,6,0,0,10,-435,295,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,6,Medium
6818,Female,51,Greater than 45,Caucasian,0,4,0,0,0,-1,1,M,Leave Acc/Attend Veh/More $50,1,NA,M,0,Trespassing,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,4,Low
6819,Male,36,25 - 45,Hispanic,1,2,0,0,2,-1,1,M,Criminal Mischief,1,NA,M,1,Viol Pretrial Release Dom Viol,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6820,Male,25,25 - 45,African-American,0,3,0,0,1,0,0,F,"Poss3,4 Methylenedioxymethcath",0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
6821,Male,61,Greater than 45,African-American,0,1,0,0,3,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6822,Male,24,Less than 25,Caucasian,0,2,0,1,2,0,0,F,Aggravated Assault,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
6823,Male,39,25 - 45,Caucasian,0,5,0,0,3,-1,1,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,5,Medium
6824,Male,46,Greater than 45,Hispanic,0,3,0,0,13,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
6825,Male,62,Greater than 45,African-American,0,8,0,0,22,0,0,F,Possession of Cocaine,1,NA,M,0,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,8,High
6826,Female,36,25 - 45,Caucasian,0,9,0,0,0,-1,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,9,High
6827,Male,25,25 - 45,African-American,0,4,0,0,0,-1,1,F,Pos Cannabis W/Intent Sel/Del,1,NA,M,NA,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
6828,Male,27,25 - 45,Caucasian,0,2,0,0,2,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
6829,Male,49,Greater than 45,African-American,0,2,0,0,0,NA,NA,O,NA,1,NA,M,1,Disorderly Conduct,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6830,Female,22,Less than 25,Caucasian,0,9,0,0,3,-1,1,F,Grand Theft in the 3rd Degree,1,NA,M,0,Disorderly Conduct,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,9,High
6831,Female,34,25 - 45,Caucasian,0,10,0,0,9,84,18,M,arrest case no charge,1,NA,F,NA,Poss of Firearm by Convic Felo,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,10,High
6832,Male,41,25 - 45,Caucasian,0,7,0,0,3,-111,111,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,7,Medium
6833,Male,30,25 - 45,African-American,0,6,0,0,8,-1,1,F,False Imprisonment,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,6,Medium
6834,Male,37,25 - 45,Hispanic,0,1,0,0,1,-1,1,F,Aggravated Battery On 65/Older,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6835,Male,57,Greater than 45,Hispanic,0,1,0,0,3,-1,1,F,Felony/Driving Under Influence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6836,Male,21,Less than 25,Caucasian,0,3,0,0,0,-1,1,F,False Ownership Info/Pawn Item,1,NA,M,0,Battery,1,NA,(M1),Battery,Risk of Violence,5,Medium,Risk of Recidivism,3,Low
6837,Male,51,Greater than 45,Caucasian,0,1,0,0,3,-125,88,O,Ride Tri-Rail Without Paying,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6838,Female,39,25 - 45,Caucasian,0,5,0,0,2,-1,1,F,Possession Of Cocaine,1,NA,M,1,Unlaw LicTag/Sticker Attach,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,5,Medium
6839,Female,37,25 - 45,African-American,0,2,0,0,0,-1,1,F,Resist Officer w/Violence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6840,Male,43,25 - 45,African-American,0,3,0,0,8,-1,1,F,Criminal Mischief,1,NA,F,130,Deliver Cocaine,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
6841,Male,31,25 - 45,African-American,0,1,0,0,1,-1,1,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
6842,Male,58,Greater than 45,Caucasian,0,1,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6843,Male,31,25 - 45,Caucasian,0,8,0,0,1,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,8,High
6844,Male,46,Greater than 45,Caucasian,0,1,0,0,0,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6845,Male,23,Less than 25,Other,0,7,0,0,1,-1,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,7,Medium
6846,Male,22,Less than 25,African-American,0,6,0,0,0,0,0,M,Battery,1,NA,M,NA,Petit Theft,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,6,Medium
6847,Female,28,25 - 45,African-American,0,7,0,0,4,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,7,Medium
6848,Female,38,25 - 45,Hispanic,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6849,Male,29,25 - 45,Caucasian,0,8,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,8,High
6850,Male,43,25 - 45,Caucasian,0,9,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,1,NA,F,NA,Felony Petit Theft,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,9,High
6851,Male,27,25 - 45,Caucasian,0,8,0,0,7,-1,3,F,Possession of Hydrocodone,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,8,High
6852,Male,27,25 - 45,Other,0,2,0,0,0,-1,0,F,Fleeing Or Attmp Eluding A Leo,1,NA,M,NA,Operating W/O Valid License,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
6853,Female,58,Greater than 45,Hispanic,0,1,0,0,1,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6854,Male,45,Greater than 45,Caucasian,0,6,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,6,Medium
6855,Male,31,25 - 45,Caucasian,0,2,0,0,1,-1,1,F,Grand Theft in the 3rd Degree,1,NA,M,NA,Fail Register Vehicle,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6856,Male,53,Greater than 45,Caucasian,0,1,0,0,3,-35,35,F,Uttering a Forged Instrument,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6857,Female,28,25 - 45,African-American,0,2,0,0,0,0,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6858,Male,58,Greater than 45,Caucasian,0,2,0,0,3,-4,4,M,DUI - Enhanced,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6859,Male,22,Less than 25,Caucasian,0,4,0,0,0,-1,1,F,Harm Public Servant Or Family,1,NA,M,0,Criminal Mischief>$200<$1000,1,NA,(M1),Battery,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
6860,Male,21,Less than 25,Hispanic,0,8,0,0,0,NA,0,M,DUI - Property Damage/Personal Injury,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,8,High
6861,Male,38,25 - 45,African-American,0,1,0,0,0,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6862,Male,31,25 - 45,African-American,0,4,0,0,5,-1,1,F,Cruelty Toward Child,1,NA,M,NA,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
6863,Male,33,25 - 45,African-American,0,3,0,0,0,0,0,F,Burglary Dwelling Assault/Batt,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
6864,Male,26,25 - 45,African-American,0,10,0,0,6,0,0,M,Susp Drivers Lic 1st Offense,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,10,High
6865,Male,59,Greater than 45,Caucasian,0,4,0,0,4,-150,125,M,Trespass,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,4,Low
6866,Female,23,Less than 25,African-American,0,5,1,0,1,0,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,5,Medium
6867,Male,68,Greater than 45,Caucasian,0,1,0,0,1,-27,27,F,Use Computer for Child Exploit,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6868,Male,38,25 - 45,African-American,0,8,0,0,1,-1,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,8,High
6869,Female,36,25 - 45,African-American,0,1,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6870,Male,32,25 - 45,Caucasian,0,10,0,0,11,-1,1,F,Felony Battery w/Prior Convict,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,10,High
6871,Male,23,Less than 25,African-American,0,6,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,6,Medium
6872,Male,57,Greater than 45,African-American,0,2,0,0,2,NA,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6873,Male,34,25 - 45,Hispanic,0,1,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6874,Female,19,Less than 25,Hispanic,0,5,0,0,0,0,1,M,Fail To Obey Police Officer,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,5,Medium
6875,Male,22,Less than 25,Caucasian,0,8,0,0,0,0,0,F,"Deliver 3,4 Methylenediox",0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,8,High
6876,Male,38,25 - 45,Other,0,1,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6877,Female,35,25 - 45,African-American,0,2,0,0,2,-1,2,F,Aggrav Child Abuse-Agg Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6878,Male,47,Greater than 45,Caucasian,0,6,0,0,1,0,0,F,Burglary Conveyance Unoccup,1,NA,F,124,Burglary Conveyance Unoccup,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
6879,Female,39,25 - 45,Other,0,1,0,0,2,-1,1,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6880,Male,31,25 - 45,Hispanic,0,1,0,0,0,-1,1,F,Neglect Child / No Bodily Harm,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6881,Male,35,25 - 45,Hispanic,0,1,0,0,2,-14,15,F,Aggravated Assault w/Firearm,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6882,Male,29,25 - 45,African-American,0,9,0,1,17,-1,1,F,Grand Theft Dwell Property,1,NA,F,0,Possession of Hydromorphone,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,9,High
6883,Female,54,Greater than 45,Caucasian,0,2,0,0,1,-7,7,M,Petit Theft,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6884,Male,29,25 - 45,Caucasian,0,8,0,0,0,-1,1,F,Aggravated Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,8,High
6885,Female,28,25 - 45,Other,0,4,0,0,0,-1,1,M,Battery,1,NA,M,NA,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
6886,Male,51,Greater than 45,African-American,0,8,0,0,17,-2,2,F,Possession of Cocaine,1,NA,F,0,Grand Theft in the 3rd Degree,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,8,High
6887,Female,44,25 - 45,Hispanic,0,1,0,0,0,0,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6888,Female,36,25 - 45,African-American,0,6,0,0,0,0,0,M,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,6,Medium
6889,Male,35,25 - 45,Caucasian,0,4,0,0,3,-1,0,M,arrest case no charge,1,NA,M,NA,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
6890,Male,51,Greater than 45,Caucasian,0,1,0,0,1,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6891,Female,43,25 - 45,Caucasian,0,3,0,0,1,-3,3,F,Possession Of Alprazolam,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,3,Low
6892,Male,20,Less than 25,African-American,0,4,0,1,1,-1,1,F,arrest case no charge,1,NA,M,NA,Petit Theft,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,4,Low
6893,Male,25,25 - 45,African-American,0,5,0,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,5,Medium
6894,Male,29,25 - 45,African-American,0,5,0,0,2,-1,635,M,Fail Register Vehicle,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,5,Medium
6895,Male,35,25 - 45,African-American,0,1,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6896,Male,31,25 - 45,Hispanic,0,10,0,0,0,0,0,F,Possession of Cocaine,1,NA,F,0,Robbery / No Weapon,1,NA,(F2),Robbery / No Weapon,Risk of Violence,9,High,Risk of Recidivism,10,High
6897,Male,20,Less than 25,African-American,0,8,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,8,High
6898,Male,62,Greater than 45,African-American,0,1,0,0,4,NA,371,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6899,Male,39,25 - 45,Caucasian,0,2,0,0,0,0,1,M,Assault,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
6900,Male,30,25 - 45,African-American,0,4,0,0,1,-1,1,F,Burglary Structure Unoccup,1,NA,M,0,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
6901,Female,23,Less than 25,African-American,0,7,0,0,0,0,0,F,Possession of Hydrocodone,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,7,Medium
6902,Male,45,Greater than 45,Hispanic,0,1,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6903,Female,43,25 - 45,Caucasian,0,2,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
6904,Female,23,Less than 25,African-American,0,4,0,0,1,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
6905,Male,52,Greater than 45,Caucasian,0,1,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6906,Female,37,25 - 45,Hispanic,0,3,0,0,0,-3,3,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
6907,Male,29,25 - 45,African-American,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
6908,Male,30,25 - 45,African-American,0,7,0,0,21,0,1,F,Driving While License Revoked,1,NA,F,0,Driving While License Revoked,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,7,Medium
6909,Male,21,Less than 25,Hispanic,0,3,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,3,Low
6910,Male,33,25 - 45,African-American,0,9,0,3,18,-1,1,F,Grand Theft in the 3rd Degree,1,NA,M,0,Resist Merchant W Or W/O Viol,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,9,High
6911,Male,20,Less than 25,Hispanic,0,4,0,0,0,-2,2,M,Resist/Obstruct W/O Violence,1,NA,M,NA,Petit Theft,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
